PredictionDate;AlgorithmVersion;LeagueId;Round;Home;Away;Match;Score;Band;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;HG;AG;Goals;Over25;BTTS
2026-07-09;2.1-dev;Iceland_Division_1_2026;19;Leiknir;Grotta;Leiknir - Grotta;79.97;ALTA;PRO: attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante;2.18;8.37;11.28;5.68;14.0;7.2;10.8;5.33;6.67;8.45;;;;;
2026-07-09;2.1-dev;Australia_QueenslandPremierLeague_2026;19;Holland Park Hawks;North Star;Holland Park Hawks - North Star;79.15;ALTA;PRO: attacco casa positivo | difesa casa vulnerabile | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | alta tendenza BTTS || CONTRO: ospite poco prolifico | profilo over esterno debole;1.45;10.08;5.56;9.09;13.85;9.6;9.6;7.0;4.44;8.47;;;;;
2026-07-09;2.1-dev;Iceland_Division_1_2026;19;Aegir;Kopavogur;Aegir - Kopavogur;78.62;ALTA;PRO: attacco trasferta positivo | difesa casa vulnerabile | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante;4.36;6.82;10.34;10.0;10.61;9.6;7.2;6.67;5.33;7.69;;;;;
2026-07-09;2.1-dev;Finland_Kakkonen_GroupC_2026;13;GBK Kokkola;JBK;GBK Kokkola - JBK;78.06;ALTA;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo || CONTRO: profilo over interno debole | BTTS non elevato;3.56;13.0;10.74;9.5;9.26;8.4;9.6;3.2;4.8;6.0;;;;;
2026-07-09;2.1-dev;Finland_Ykkonen_2026;15;Inter Turku 2;Rovaniemi;Inter Turku 2 - Rovaniemi;76.36;ALTA;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | alta tendenza BTTS || CONTRO: trend over trasferta non forte | profilo over interno debole | profilo over esterno debole;5.09;11.36;12.73;10.0;7.34;8.4;6.0;4.0;2.67;8.77;;;;;
2026-07-09;2.1-dev;Australia_NPLVictoria_2026;20;Oakleigh;Avondale FC;Oakleigh - Avondale FC;75.27;ALTA;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: trend over casa non forte | BTTS non elevato;1.85;12.75;13.0;4.31;8.37;4.8;10.8;7.11;5.33;6.95;;;;;
2026-07-09;2.1-dev;Finland_Ykkonen_2026;15;Tampere Utd;SalPa;Tampere Utd - SalPa;74.99;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: trend over casa non forte | BTTS non elevato;2.91;12.73;12.73;2.8;11.75;6.0;10.8;5.33;5.33;4.62;;;;;
2026-07-09;2.1-dev;Australia_NPLTasmania_2026;15;Launceston United;Riverside Olympic;Launceston United - Riverside Olympic;74.81;MEDIA;PRO: attacco trasferta positivo | difesa casa vulnerabile | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: attacco casa non dominante | BTTS non elevato;2.67;6.4;11.36;10.0;10.28;7.2;8.4;6.86;5.33;6.31;;;;;
2026-07-09;2.1-dev;Somalia_NationalLeague_2026;19;Badbaado;Jazeera;Badbaado - Jazeera;74.22;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | difesa trasferta vulnerabile | trend over recente casa | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: trend over trasferta non forte;0.73;9.45;9.85;7.58;11.88;10.8;6.0;5.0;5.33;7.6;;;;;
2026-07-09;2.1-dev;Kazakhstan_FirstLeague_2026;22;Yelimay Semey 2;FC Astana 2;Yelimay Semey 2 - FC Astana 2;74.07;MEDIA;PRO: attacco trasferta positivo | difesa casa vulnerabile | difesa trasferta vulnerabile | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: attacco casa non dominante | trend over casa non forte | BTTS non elevato;6.15;3.94;11.33;9.85;10.61;6.0;9.6;4.8;4.8;7.0;;;;;
2026-07-09;2.1-dev;Australia_VictoriaPremierLeague2_2026;20;Essendon Royals SC;Box Hill;Essendon Royals SC - Box Hill;72.65;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | alta tendenza BTTS || CONTRO: profilo over esterno debole;2.46;13.0;8.54;6.7;7.78;7.2;7.2;8.0;4.0;7.77;;;;;
2026-07-09;2.1-dev;USA_USLLeagueTwo_Valley_2026;24;Dayton;West Virginia;Dayton - West Virginia;71.01;MEDIA;PRO: attacco trasferta positivo | difesa casa vulnerabile | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: attacco casa non dominante | trend over casa non forte | BTTS non elevato;6.4;7.22;11.82;8.59;6.36;6.67;7.2;4.8;4.8;7.15;;;;;
2026-07-09;2.1-dev;Belarus_PershayaLiga_2026;15;FC Slonim;Niva Dolbizno;FC Slonim - Niva Dolbizno;70.76;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: BTTS non elevato;0.47;10.97;13.0;4.87;7.27;7.2;8.4;6.0;5.71;6.86;;;;;
2026-07-09;2.1-dev;Kyrgyzstan_PremierLiga_2026;16;Asiagoal Bishkek;Bars;Asiagoal Bishkek - Bars;69.58;MEDIA;PRO: attacco trasferta positivo | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | trend over casa non forte | profilo over interno debole;3.2;5.91;13.0;6.17;7.95;6.0;9.6;2.67;6.22;8.86;;;;;
2026-07-09;2.1-dev;Belarus_PershayaLiga_2026;15;Ostrovets;SKA-1938;Ostrovets - SKA-1938;68.58;MEDIA;PRO: attacco trasferta positivo | trend over recente trasferta | alta tendenza BTTS || CONTRO: attacco casa non dominante | trend over casa non forte | profilo over interno debole | profilo over esterno debole;5.18;7.18;13.0;6.49;6.82;6.0;7.2;4.57;4.0;8.14;;;;;
2026-07-09;2.1-dev;Australia_VictoriaPremierLeague2_2026;20;Whittlesea United;Kingston City;Whittlesea United - Kingston City;67.27;MEDIA;PRO: attacco casa positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over esterno positivo || CONTRO: ospite poco prolifico | trend over casa non forte | profilo over interno debole | BTTS non elevato;3.69;9.33;5.91;5.26;13.79;4.8;9.6;4.0;5.71;5.18;;;;;
2026-07-09;2.1-dev;Kazakhstan_FirstLeague_2026;22;Kaspij Aktau 2;Taraz;Kaspij Aktau 2 - Taraz;66.49;MEDIA;PRO: attacco trasferta positivo | difesa casa vulnerabile | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo || CONTRO: attacco casa non dominante | profilo over interno debole | BTTS non elevato;1.23;7.39;9.36;8.33;9.55;7.2;9.6;2.0;5.33;6.5;;;;;
2026-07-09;2.1-dev;Estonia_Meistriliiga_2026;19;Harju JK Laagri;Narva;Harju JK Laagri - Narva;65.73;MEDIA;PRO: difesa casa vulnerabile | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico | profilo over esterno debole | BTTS non elevato;1.78;7.22;3.94;8.08;14.0;8.4;7.2;5.33;4.44;5.33;;;;;
2026-07-09;2.1-dev;Australia_NPLVictoria_2026;20;Dandenong City;South Melbourne;Dandenong City - South Melbourne;64.95;MEDIA;PRO: attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: attacco casa non dominante | trend over casa non forte | BTTS non elevato;0.62;8.09;9.02;5.98;10.72;4.8;9.6;4.8;5.33;6.0;;;;;
2026-07-09;2.1-dev;Australia_NSWLeagueOne_2026;23;Macarthur Rams;Bankstown City Lions;Macarthur Rams - Bankstown City Lions;64.11;MEDIA;PRO: attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over esterno positivo || CONTRO: attacco casa non dominante | trend over casa non forte | profilo over interno debole | BTTS non elevato;1.07;7.79;10.48;4.75;10.41;3.6;9.6;4.0;5.6;6.82;;;;;
2026-07-09;2.1-dev;Finland_Veikkausliiga_2026;17;VPS;SJK;VPS - SJK;64.0;MEDIA;PRO: attacco casa positivo | difesa trasferta vulnerabile | trend over recente trasferta | alta tendenza BTTS || CONTRO: ospite poco prolifico | trend over casa non forte | profilo over interno debole | profilo over esterno debole;4.36;9.29;7.6;3.9;10.0;4.8;7.2;4.57;4.57;7.71;;;;;
2026-07-09;2.1-dev;Kazakhstan_FirstLeague_2026;22;Shakhter K.;Turan;Shakhter K. - Turan;63.62;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: BTTS non elevato;0.62;13.0;12.31;1.89;5.3;7.2;8.4;6.4;6.0;2.5;;;;;
2026-07-09;2.1-dev;Australia_NPLVictoria_2026;20;Green Gully;Altona Magic;Green Gully - Altona Magic;61.88;MEDIA;PRO: difesa casa vulnerabile | difesa trasferta vulnerabile | trend over recente casa | profilo over esterno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico | trend over trasferta non forte | profilo over interno debole | BTTS non elevato;1.85;4.04;6.53;9.33;11.72;7.2;6.0;3.56;5.33;6.32;;;;;
2026-07-09;2.1-dev;Kazakhstan_FirstLeague_2026;22;FC Batyr;Kairat Almaty 2;FC Batyr - Kairat Almaty 2;61.71;MEDIA;PRO: attacco trasferta positivo | difesa casa vulnerabile | trend over recente trasferta | profilo over esterno positivo || CONTRO: attacco casa non dominante | trend over casa non forte | profilo over interno debole | BTTS non elevato;3.69;7.39;13.0;7.58;2.65;4.8;9.6;1.6;6.4;5.0;;;;;
2026-07-09;2.1-dev;Kyrgyzstan_PremierLiga_2026;16;Ilbirs;Ozgon;Ilbirs - Ozgon;61.03;MEDIA;PRO: attacco trasferta positivo | difesa casa vulnerabile | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | trend over casa non forte | trend over trasferta non forte | profilo over interno debole;4.8;6.36;10.97;7.34;6.36;3.6;6.0;2.29;5.71;7.58;;;;;
2026-07-09;2.1-dev;Australia_NPLVictoria_2026;20;Preston Lions;Hume City;Preston Lions - Hume City;59.08;BASSA;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente trasferta | profilo over esterno positivo || CONTRO: trend over casa non forte | profilo over interno debole | BTTS non elevato;0.62;9.19;12.13;3.79;7.37;2.4;8.4;3.43;5.33;6.42;;;;;
2026-07-09;2.1-dev;Australia_VictoriaPremierLeague_2026;20;Northcote City;Melbourne Knights;Northcote City - Melbourne Knights;57.67;BASSA;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente trasferta || CONTRO: trend over casa non forte | profilo over interno debole | profilo over esterno debole | BTTS non elevato;0.62;10.57;10.57;4.55;5.36;4.8;7.2;4.44;3.56;6.0;;;;;
2026-07-09;2.1-dev;Australia_VictoriaPremierLeague2_2026;20;Eastern Lions;Werribee City;Eastern Lions - Werribee City;56.26;BASSA;PRO: attacco casa positivo | difesa trasferta vulnerabile || CONTRO: ospite poco prolifico | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS non elevato;0.62;9.19;7.78;6.31;10.72;4.8;4.8;2.0;3.56;6.49;;;;;
2026-07-09;2.1-dev;Bolivia_DivisionProfesional_2026;12;Nacional Potosi;Aurora;Nacional Potosi - Aurora;55.76;BASSA;PRO: attacco trasferta positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole;4.27;7.6;10.34;5.84;5.57;6.86;4.5;0.0;2.0;8.79;;;;;
2026-07-09;2.1-dev;Belarus_VysshayaLiga_2026;15;Dnepr Mogilev;FC Minsk;Dnepr Mogilev - FC Minsk;54.06;BASSA;PRO: trend over recente trasferta | profilo over esterno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico | trend over casa non forte | profilo over interno debole | BTTS non elevato;2.13;4.64;8.02;6.49;8.64;3.6;8.4;1.33;4.8;6.0;;;;;
2026-07-09;2.1-dev;Kyrgyzstan_PremierLiga_2026;16;Bishkek City;Muras United;Bishkek City - Muras United;54.02;BASSA;PRO: attacco trasferta positivo || CONTRO: attacco casa non dominante | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS non elevato;3.73;5.91;12.27;5.52;5.38;3.6;4.8;2.0;4.57;6.23;;;;;
2026-07-09;2.1-dev;Finland_Ykkosliiga_2026;14;PK-35;KaPa;PK-35 - KaPa;53.54;BASSA;PRO: difesa trasferta vulnerabile | trend over recente trasferta | profilo over esterno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico | trend over casa non forte | profilo over interno debole | BTTS non elevato;5.33;7.52;5.91;2.48;9.26;2.4;7.2;3.2;5.33;4.91;;;;;
2026-07-09;2.1-dev;Kyrgyzstan_PremierLiga_2026;16;Alay Osh;Toktogul;Alay Osh - Toktogul;52.66;BASSA;PRO: difesa trasferta vulnerabile || CONTRO: attacco casa non dominante | ospite poco prolifico | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS non elevato;3.73;6.75;5.49;4.87;10.45;4.8;4.8;2.67;2.67;6.43;;;;;
2026-07-09;2.1-dev;Finland_Ykkosliiga_2026;14;KTP;JaPS;KTP - JaPS;49.84;BASSA;PRO: attacco casa positivo || CONTRO: ospite poco prolifico | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS non elevato;3.56;9.55;5.32;4.55;6.36;6.0;3.6;4.0;4.0;2.91;;;;;
2026-07-09;2.1-dev;Iceland_Division_1_2026;19;Njardvik;Grindavik;Njardvik - Grindavik;44.71;BASSA;PRO: nessun indicatore over forte || CONTRO: attacco casa non dominante | ospite poco prolifico | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS non elevato;2.18;6.89;4.83;4.17;6.94;4.8;4.8;2.67;3.2;4.23;;;;;
